Hospital,N,Accuracy,Selection_Rate,True_Rate,DI_RACE,WTPR_RACE,DI_AGE_GROUP,WTPR_AGE_GROUP
664000,1114,0.7612208258527827,0.4649910233393178,0.48114901256732495,0.4262295081967213,0.4782608695652174,0.4823834196891192,0.6879271070615034
675000,530,0.8377358490566038,0.6094339622641509,0.5113207547169811,0.5755208333333333,0.8181818181818182,0.5884275907159202,0.9195979899497487
677001,718,0.8398328690807799,0.44707520891364905,0.4401114206128134,0.7837837837837838,0.8202764976958525,0.44896047949054135,0.7745098039215687
681400,115,0.7217391304347827,0.5217391304347826,0.6086956521739131,0.0,0.0,0.6071428571428571,0.6190476190476191
686000,138,0.7753623188405797,0.2898550724637681,0.4420289855072464,0.728,0.5454545454545454,,
689401,407,0.8476658476658476,0.44717444717444715,0.41277641277641275,0.7389162561576355,0.85,0.3245192307692308,0.7676767676767676
703000,828,0.8429951690821256,0.26207729468599034,0.29106280193236717,0.5552884615384616,0.5971223021582733,0.22995670995670994,0.6130653266331658
703002,465,0.832258064516129,0.7204301075268817,0.6344086021505376,0.7117903930131004,0.9251700680272109,0.7672264041690793,0.9193548387096774
703003,196,0.8418367346938775,0.5663265306122449,0.47959183673469385,0.5813953488372092,0.90625,0.8,0.8
714500,127,0.8503937007874016,0.36220472440944884,0.29133858267716534,0.6155632984901277,0.8,0.22105263157894736,0.7777777777777778
715901,311,0.8810289389067524,0.43086816720257237,0.3890675241157556,0.5504587155963303,0.825,0.4319338422391858,0.875
720402,111,0.9819819819819819,1.0,0.9819819819819819,1.0,1.0,1.0,1.0
724200,128,0.7734375,0.4921875,0.390625,0.6666666666666666,0.5,0.5242718446601942,0.75
724700,908,0.8557268722466961,0.4118942731277533,0.33590308370044053,0.42758620689655175,0.8571428571428571,0.3607277289836889,0.868995633187773
784400,501,0.93812375249501,0.041916167664670656,0.06786427145708583,0.43410852713178294,0.0,0.13888888888888887,0.2857142857142857
786800,150,0.7333333333333333,0.24,0.13333333333333333,0.13626373626373625,0.0,0.0,0.3333333333333333
787400,137,0.8686131386861314,0.2116788321167883,0.18248175182481752,0.8421052631578947,0.3333333333333333,0.0,0.7083333333333334
788001,1636,0.8508557457212714,0.45965770171149145,0.4669926650366748,0.7208569628229363,0.8273026315789473,0.5025163487327848,0.7845528455284553
788002,420,0.8523809523809524,0.39285714285714285,0.33095238095238094,0.7447163515016685,0.8666666666666667,0.5450496745460774,0.8181818181818182
790200,197,0.868020304568528,0.2893401015228426,0.3197969543147208,0.0,0.0,0.3841434638980651,0.6666666666666666
792000,293,0.6928327645051194,0.37542662116040953,0.13651877133105803,0.7742248062015503,0.6896551724137931,0.36936936936936937,0.6875
792700,133,0.9774436090225563,0.9849624060150376,0.9774436090225563,0.9696969696969697,0.9696969696969697,0.9565217391304348,0.9850746268656716
793000,634,0.8091482649842271,0.5962145110410094,0.49053627760252366,0.0,0.8571428571428571,0.5732542819499341,0.8781725888324873
793100,776,0.8827319587628866,0.31958762886597936,0.31056701030927836,0.35,0.625,0.2727493917274939,0.7932960893854749
795500,270,0.8518518518518519,0.29259259259259257,0.2777777777777778,0.6978813559322034,0.3333333333333333,0.3764705882352941,0.6585365853658537
