Model,A_SR,A_TPR,A_PPV,Accuracy,AUC,Acc_Drop_pp,DI_RACE,Race_Fair,DI_AGE,Age_Fair,DI_SEX,Sex_Fair,DI_ETH,Eth_Fair,Total_Fair
Reweigh_3,1.0,0.0,0.8,0.8447191205560299,0.8953511300153344,3.295753029303994,0.8132351262204163,3,0.3714135105864437,1,0.8308602223339618,6,0.885153714619305,6,16
Reweigh_3,1.0,0.4,0.0,0.8174148498048923,0.8953511300153344,6.026180104417755,0.9349482404307503,3,0.7651170753484342,1,0.9968212846442576,5,0.9835375025813904,6,15
Reweigh_3,1.0,0.4,0.4,0.8443029628268459,0.8953511300153344,3.3373688022223957,0.8667704670361741,3,0.4609763998494199,1,0.9100759152210345,6,0.9258683531915173,6,16
Reweigh_3,1.0,0.4,0.8,0.8318938959929956,0.8953511300153344,4.57827548560743,0.6675698955344875,1,0.1907423191160288,2,0.7770498164213162,3,0.8206566828486244,6,12
Reweigh_3,1.0,0.8,0.0,0.8283592576178483,0.8953511300153344,4.931739323122153,0.7947316713861167,2,0.5361392040448054,1,0.9777418806592088,5,0.9612821660121407,6,14
Reweigh_3,1.0,0.8,0.4,0.8555932679731497,0.8953511300153344,2.2083382875920154,0.7352697428883103,1,0.2790570751126811,1,0.8479555497943191,6,0.868348391975971,6,14
Reweigh_3,1.0,0.8,0.8,0.8132208446380509,0.8953511300153344,6.4455806211018984,0.6133257020518511,1,0.08966219038808561,1,0.7722390670472461,3,0.7837855490338951,4,9
Reweigh_3,1.0,1.0,0.0,0.8340179218055841,0.8953511300153344,4.365872904348578,0.7825999176005553,2,0.4539600991413134,1,0.9624105345325714,6,0.9335644983607656,6,15
Reweigh_3,1.0,1.0,0.4,0.8520207970771675,0.8953511300153344,2.565585377190238,0.7132999776292775,1,0.13451402133502155,2,0.7843429750573048,4,0.8077949270694703,6,13
Reweigh_3,1.0,1.0,0.8,0.8122588176796774,0.8953511300153344,6.5417833169392425,0.6010717388032498,1,0.08926671014210788,1,0.7790674519762362,3,0.778805171800635,4,9
Reweigh_8,0.0,0.0,0.0,0.752191583885508,0.840179378611713,12.548506696356188,0.8004516210574356,3,0.6310455279216769,0,0.9516460827161527,5,0.9511925669749631,6,14
Reweigh_8,0.0,0.0,0.4,0.7847599796785316,0.840179378611713,9.291667117053827,0.7917978653820612,1,0.7392052913225357,0,0.8866654626534409,5,0.9970816167473164,6,12
Reweigh_8,0.0,0.0,0.8,0.8312453384929686,0.840179378611713,4.643131235610132,0.7192684207151901,3,0.6167577834676382,0,0.8149825496058198,6,0.9283267384496303,6,15
Reweigh_8,0.0,0.4,0.0,0.7843870591160161,0.840179378611713,9.328959173305373,0.8141118375553507,3,0.8064062032365497,2,0.922816424070209,5,0.9856960895255242,6,16
Reweigh_8,0.0,0.4,0.4,0.8254407488677267,0.840179378611713,5.22359019813432,0.7613844528479835,3,0.6927219467519526,0,0.8435909441040197,6,0.9423034128957987,6,15
Reweigh_8,0.0,0.4,0.8,0.8529503961605396,0.840179378611713,2.472625468853029,0.6097851012798089,4,0.18282840818855603,1,0.7278766139166934,3,0.8046465989172105,5,13
Reweigh_8,0.0,0.8,0.0,0.8151394939089641,0.840179378611713,6.253715694010575,0.787598514297886,4,0.7578372874773703,1,0.8841083452610357,6,0.9544290931711422,6,17
Reweigh_8,0.0,0.8,0.4,0.8619329175359138,0.840179378611713,1.5743733313156039,0.6990488388202029,3,0.19935870265121597,1,0.7886867774331162,5,0.8095416563096375,6,15
