Fold,N_val,N_hospitals,Acc,AUC,DI_RACE,V_DI_RACE,SPD_RACE,V_SPD_RACE,EOPP_RACE,V_EOPP_RACE,EOD_RACE,V_EOD_RACE,TI_RACE,V_TI_RACE,PP_RACE,V_PP_RACE,CAL_RACE,V_CAL_RACE,DI_SEX,V_DI_SEX,SPD_SEX,V_SPD_SEX,EOPP_SEX,V_EOPP_SEX,EOD_SEX,V_EOD_SEX,TI_SEX,V_TI_SEX,PP_SEX,V_PP_SEX,CAL_SEX,V_CAL_SEX,DI_ETHNICITY,V_DI_ETHNICITY,SPD_ETHNICITY,V_SPD_ETHNICITY,EOPP_ETHNICITY,V_EOPP_ETHNICITY,EOD_ETHNICITY,V_EOD_ETHNICITY,TI_ETHNICITY,V_TI_ETHNICITY,PP_ETHNICITY,V_PP_ETHNICITY,CAL_ETHNICITY,V_CAL_ETHNICITY,DI_AGE_GROUP,V_DI_AGE_GROUP,SPD_AGE_GROUP,V_SPD_AGE_GROUP,EOPP_AGE_GROUP,V_EOPP_AGE_GROUP,EOD_AGE_GROUP,V_EOD_AGE_GROUP,TI_AGE_GROUP,V_TI_AGE_GROUP,PP_AGE_GROUP,V_PP_AGE_GROUP,CAL_AGE_GROUP,V_CAL_AGE_GROUP
11,46259,21,0.841544348126851,0.9265011639095138,0.5697341239639699,0,0.2053321476665967,0,0.07362428545734645,1,0.0799289123149637,1,0.4903225806451613,0,0.237296899374266,0,0.440407607083842,0,0.8056712948393567,1,0.10087176220113148,0,0.055580364099741764,1,0.055580364099741764,1,0.4954,0,0.006522256307246899,1,0.12202941646328436,0,0.782570171741025,0,0.10368004997216401,0,0.023434027658211565,1,0.06087799494599998,1,0.4908,0,0.010346942742757492,1,0.1305711316317235,0,0.29780800037328553,0,0.42281864649762274,0,0.2884052183173589,0,0.2884052183173589,0,0.4992775180620484,0,0.055575582445199445,1,0.31097749253176493,0
12,46255,23,0.8653550967462977,0.9362564067724636,0.5968608597285068,0,0.18184717438448783,0,0.1579396092362344,1,0.1579396092362344,1,0.4553846153846154,0,0.08210431654676265,1,0.19025006175555853,0,0.5939918170927674,0,0.1963723788471461,0,0.06692022158910582,1,0.08018925270518755,1,0.499,0,0.0072528799963033075,1,0.056125557217433036,1,0.771330792917583,0,0.0870481453499482,1,0.0034479465216922245,1,0.023933434360771624,1,0.4478,0,0.022471449370407348,1,0.08750913114337988,1,0.16137827763794851,0,0.5114298143780024,0,0.3365746430286459,0,0.3365746430286459,0,0.46980609418282543,0,0.11617810997279654,0,0.08204762933641957,1
13,46255,22,0.8481893849313588,0.9312121156510079,0.703125,0,0.13194444444444442,0,0.08687258687258681,1,0.08687258687258681,1,0.49565217391304356,0,0.15631364562118122,0,0.17496726994182527,0,0.8199116298358986,1,0.08101856545391378,1,0.04546847173147417,1,0.04546847173147417,1,0.4824,0,0.014700162450270726,1,0.04614013301395253,1,0.8136410331071208,1,0.07924695739719356,1,0.015890209286857693,1,0.03621982428547603,1,0.4696,0,0.0020404181470908833,1,0.03310073745545791,1,0.2309789026202678,0,0.43401383745037153,0,0.2901111907060765,0,0.2901111907060765,0,0.4588202866593164,0,0.11782200869366277,0,0.2925330146869852,0
14,46255,23,0.8367744027672684,0.9187863964915397,0.7730913916004772,0,0.11916078557171367,0,0.18909012505390255,1,0.18909012505390255,1,0.5083333333333334,0,0.09380530973451318,1,0.15359694902922538,0,0.8186579633122842,1,0.09548572565504632,1,0.02691949157091278,1,0.059978175601421824,1,0.5062,0,0.0037368139944393697,1,0.10340179422371953,0,0.8816477597906375,1,0.056530665271256,1,0.12726749689509542,1,0.12726749689509542,1,0.4844,0,0.02153626452573354,1,0.11640656205909966,0,0.29826315914735047,0,0.4570770439774039,0,0.33011722165764656,0,0.33011722165764656,0,0.49100204498977507,0,0.06781931424929,1,0.24124532628312076,0
15,46255,21,0.8514971354448168,0.9291094965116395,0.7426997005466973,0,0.11588635632640593,0,0.14672918446503347,1,0.14672918446503347,1,0.4903225806451614,0,0.09859394972305069,1,0.14429842213078387,0,0.7187113496351881,0,0.14664035290134675,0,0.038687175481201375,1,0.06114374683956848,1,0.5066,0,0.025783126238468124,1,0.09624091944486435,1,0.8308384400072314,1,0.07580978948302125,1,0.015175225690887473,1,0.015175225690887473,1,0.4796,0,0.08095113521529318,1,0.18016428881110563,0,0.22056702022358543,0,0.4894223369167446,0,0.3007326815647803,0,0.3007326815647803,0,0.4875502008032129,0,0.180999742772031,0,0.19675164535506928,0
16,46259,21,0.8469919367042089,0.9311682487494359,0.6278481012658228,0,0.23709677419354835,0,0.26436781609195403,0,0.26436781609195403,0,0.4800000000000001,0,0.14556962025316456,0,0.2851190011962661,0,0.8805503517521428,1,0.06387823110346363,1,0.025376778641963638,1,0.03711430698130924,1,0.5076,0,0.004230167497409676,1,0.060591270939092,1,0.7035168570315918,0,0.15209232575007997,0,0.0953634761734583,1,0.0953634761734583,1,0.5012919896640827,0,0.01785090620127061,1,0.09644068955219498,1,0.3248947129151826,0,0.42119573196206817,0,0.23245988897539183,0,0.23245988897539183,0,0.4851851851851852,0,0.09784667345008513,1,0.1853607829326247,0
17,46258,22,0.8420813697090233,0.9250940669738179,0.5456876899696049,0,0.23415469973890335,0,0.2562839459391184,0,0.2562839459391184,0,0.503125,0,0.106934953176411,0,0.11147990119389972,0,0.7750439353619702,0,0.11649617743683521,0,0.021533003990932498,1,0.052608188899275,1,0.5036,0,0.00960731745781429,1,0.07122772196024507,1,0.7709329726811237,0,0.10919488923902504,0,0.02184085147204773,1,0.05033736939302011,1,0.5004,0,0.0019422242703331927,1,0.05976549102523365,1,0.3291508477730044,0,0.42274887744086864,0,0.2689291517120962,0,0.2689291517120962,0,0.50424,0,0.039948033337005584,1,0.19319810235372897,0
18,46255,23,0.8482974813533672,0.9325999811507791,0.5263098616930216,0,0.21429080941171674,0,0.15232536797010154,1,0.15232536797010154,1,0.4,0,0.09782403027436137,1,0.20942810327282274,0,0.7251847245168032,0,0.14066058048284058,0,0.05230097055808025,1,0.07675436860845607,1,0.5154,0,0.009449171206796114,1,0.06559716698037499,1,0.9281320636237491,1,0.030809021670249515,1,0.022113628492201443,1,0.03227490529184557,1,0.4884,0,0.024552161021726526,1,0.05922930421693273,1,0.17611298084229576,0,0.5269676543695124,0,0.34543012631280867,0,0.34543012631280867,0,0.48083881578947374,0,0.058676065263045696,1,0.1223131727212966,0
19,46255,24,0.8439736244730299,0.9265490241136703,0.5610140822381227,0,0.1992220103447646,0,0.28764306854194494,0,0.28764306854194494,0,0.47272727272727266,0,0.10809628008752736,0,0.29167043372759444,0,0.6647282198114703,0,0.15106302061456506,0,0.10437427605849237,1,0.10437427605849237,1,0.4752,0,0.011719579845729244,1,0.12118878642633646,0,0.9199355240458897,1,0.029002363617350813,1,0.007296477805396773,1,0.02393865490120374,1,0.4576,0,0.023841427036034424,1,0.11397608065243137,0,0.1372867293064573,0,0.46609346732251367,0,0.4746250889441704,0,0.4746250889441704,0,0.4382978723404255,0,0.06077295703052443,1,0.3019369880270996,0
20,46255,23,0.8508701761971679,0.9303371864217798,0.42200209390351934,0,0.2282760814249364,0,0.2900100795161832,0,0.2900100795161832,0,0.45,0,0.17368421052631577,0,0.151576656649006,0,0.5887224512508621,0,0.21402938657312998,0,0.07818825548234143,1,0.09355114544118884,1,0.509,0,0.005063662773916011,1,0.07114352325663026,1,0.9990509670668309,1,0.00034996067368370243,1,0.0029424039777025124,1,0.016136804022475373,1,0.4652,0,0.029255841607191635,1,0.08072021462553447,1,0.2330379942695875,0,0.49276827971185083,0,0.2943936406491753,0,0.2943936406491753,0,0.48282208588957054,0,0.04851966229208948,1,0.22588359841215205,0
